NBAName,NBABirthDate,NBAID,NBALinks,BBRefName,BBRefID,BBRefBirthDate,BBRefLink,NUMBER,POSITION,HEIGHT,WEIGHT,LAST ATTENDED,COUNTRY
Cody Martin,9/28/1995,1628998,https://www.nba.com/stats/player/1628998/career/,Cody Martin,martico01,9/28/1995,https://www.basketball-reference.com/players/m/martico01.html,11,F,6'5,205 lbs,Nevada-Reno,USA
Cody Zeller,10/5/1992,203469,https://www.nba.com/stats/player/203469/career/,Cody Zeller,zelleco01,10/5/1992,https://www.basketball-reference.com/players/z/zelleco01.html,40,F-C,6'11,240 lbs,Indiana,USA
Cole Aldrich,10/31/1988,202332,https://www.nba.com/stats/player/202332/career/,Cole Aldrich,aldrico01,10/31/1988,https://www.basketball-reference.com/players/a/aldrico01.html,45,C,6'11,253 lbs,Kansas,USA
Cole Anthony,5/15/2000,1630175,https://www.nba.com/stats/player/1630175/career/,Cole Anthony,anthoco01,5/15/2000,https://www.basketball-reference.com/players/a/anthoco01.html,50,G,6'2,185 lbs,North Carolina,USA
Collin Sexton,1/4/1999,1629012,https://www.nba.com/stats/player/1629012/career/,Collin Sexton,sextoco01,1/4/1999,https://www.basketball-reference.com/players/s/sextoco01.html,2,G,6'1,190 lbs,Alabama,USA
Conner Henry,7/21/1963,77002,https://www.nba.com/stats/player/77002/career/,Conner Henry,henryco01,7/21/1963,https://www.basketball-reference.com/players/h/henryco01.html,,G,6'7,195 lbs,California-Santa Barbara,USA
Connie Dierking,10/2/1936,76566,https://www.nba.com/stats/player/76566/career/,Connie Dierking,dierkco01,10/2/1936,https://www.basketball-reference.com/players/d/dierkco01.html,18,C,6'10,222 lbs,Cincinnati,USA
Connie Hawkins,7/17/1942,76972,https://www.nba.com/stats/player/76972/career/,Connie Hawkins,hawkico01,7/17/1942,https://www.basketball-reference.com/players/h/hawkico01.html,42,F,6'8,210 lbs,Iowa,USA
Connie Norman,9/24/1953,77729,https://www.nba.com/stats/player/77729/career/,Connie Norman,normaco01,9/24/1953,https://www.basketball-reference.com/players/n/normaco01.html,11,G,6'3,175 lbs,Arizona,USA
Connie Rea,1/27/1935,77922,https://www.nba.com/stats/player/77922/career/,Connie Rea,reaco01,1/27/1931,https://www.basketball-reference.com/players/r/reaco01.html,,G,6'3,175 lbs,Centenary-Louisiana,USA
Connie Simmons,3/15/1925,78153,https://www.nba.com/stats/player/78153/career/,Connie Simmons,simmoco01,3/15/1925,https://www.basketball-reference.com/players/s/simmoco01.html,4,C,6'8,222 lbs,Flushing HS (NY),USA
Corey Beck,5/27/1971,1133,https://www.nba.com/stats/player/1133/career/,Corey Beck,beckco01,5/27/1971,https://www.basketball-reference.com/players/b/beckco01.html,15,G,6'3,200 lbs,Arkansas,USA
Corey Benjamin,2/24/1978,1736,https://www.nba.com/stats/player/1736/career/,Corey Benjamin,benjaco01,2/24/1978,https://www.basketball-reference.com/players/b/benjaco01.html,25,G,6'6,205 lbs,Oregon State,USA
Corey Brewer,3/5/1986,201147,https://www.nba.com/stats/player/201147/career/,Corey Brewer,breweco01,3/5/1986,https://www.basketball-reference.com/players/b/breweco01.html,13,G-F,6'9,188 lbs,Florida,USA
Corey Crowder,4/13/1969,76482,https://www.nba.com/stats/player/76482/career/,Corey Crowder,crowdco01,4/13/1969,https://www.basketball-reference.com/players/c/crowdco01.html,23,F,6'5,214 lbs,Kentucky Wesleyan,USA
Corey Gaines,6/1/1965,76770,https://www.nba.com/stats/player/76770/career/,Corey Gaines,gaineco01,6/1/1965,https://www.basketball-reference.com/players/g/gaineco01.html,5,G,6'3,195 lbs,Loyola-Marymount,USA
Corey Maggette,11/12/1979,1894,https://www.nba.com/stats/player/1894/career/,Corey Maggette,maggeco01,11/12/1979,https://www.basketball-reference.com/players/m/maggeco01.html,50,F,6'6,225 lbs,Duke,USA
Corey Williams,8/8/1977,101258,https://www.nba.com/stats/player/101258/career/,Corey Williams,willico01,4/24/1970,https://www.basketball-reference.com/players/w/willico01.html,12,G,6'3,190 lbs,Oklahoma State,USA
Corie Blount,1/4/1969,916,https://www.nba.com/stats/player/916/career/,Corie Blount,blounco01,1/4/1969,https://www.basketball-reference.com/players/b/blounco01.html,44,F-C,6'10,242 lbs,Cincinnati,USA
Corky Calhoun,11/1/1950,76330,https://www.nba.com/stats/player/76330/career/,Corky Calhoun,calhoco01,11/1/1950,https://www.basketball-reference.com/players/c/calhoco01.html,10,F,6'7,210 lbs,Pennsylvania,USA
Corliss Williamson,12/4/1973,722,https://www.nba.com/stats/player/722/career/,Corliss Williamson,willico02,12/4/1973,https://www.basketball-reference.com/players/w/willico02.html,34,F,6'7,245 lbs,Arkansas,USA
Cornelius Cash,3/3/1952,76364,https://www.nba.com/stats/player/76364/career/,Cornelius Cash,cashco01,3/3/1952,https://www.basketball-reference.com/players/c/cashco01.html,45,F,6'8,215 lbs,Bowling Green,USA
Cornell Warner,8/12/1948,78460,https://www.nba.com/stats/player/78460/career/,Cornell Warner,warneco01,8/12/1948,https://www.basketball-reference.com/players/w/warneco01.html,20-30,F,6'9,220 lbs,Jackson State,USA
Corny Thompson,2/5/1960,78325,https://www.nba.com/stats/player/78325/career/,Corny Thompson,thompco01,2/5/1960,https://www.basketball-reference.com/players/t/thompco01.html,25,F,6'8,225 lbs,Connecticut,USA
Corsley Edwards,3/5/1979,2451,https://www.nba.com/stats/player/2451/career/,Corsley Edwards,edwarco01,3/5/1979,https://www.basketball-reference.com/players/e/edwarco01.html,34,F,6'9,275 lbs,Central Connecticut State,USA
Cory Alexander,6/22/1973,724,https://www.nba.com/stats/player/724/career/,Cory Alexander,alexaco01,6/22/1973,https://www.basketball-reference.com/players/a/alexaco01.html,12,G,6'1,190 lbs,Virginia,USA
Cory Blackwell,3/27/1963,76177,https://www.nba.com/stats/player/76177/career/,Cory Blackwell,blackco01,3/27/1963,https://www.basketball-reference.com/players/b/blackco01.html,30,F,6'6,210 lbs,Wisconsin,USA
Cory Carr,12/5/1975,1757,https://www.nba.com/stats/player/1757/career/,Cory Carr,carrco01,12/5/1975,https://www.basketball-reference.com/players/c/carrco01.html,21,G,6'4,210 lbs,Texas Tech,USA
Cory Higgins,6/14/1989,202809,https://www.nba.com/stats/player/202809/career/,Cory Higgins,higgico01,6/14/1989,https://www.basketball-reference.com/players/h/higgico01.html,11,G,6'5,180 lbs,Colorado,USA
Cory Jefferson,12/26/1990,203928,https://www.nba.com/stats/player/203928/career/,Cory Jefferson,jeffeco01,12/26/1990,https://www.basketball-reference.com/players/j/jeffeco01.html,21,F,6'9,218 lbs,Baylor,USA
Cory Joseph,8/20/1991,202709,https://www.nba.com/stats/player/202709/career/,Cory Joseph,josepco01,8/20/1991,https://www.basketball-reference.com/players/j/josepco01.html,18,G,6'3,200 lbs,Texas-Austin,Canada
Costic Borsavage,7/25/1924,76209,https://www.nba.com/stats/player/76209/career/,Ike Borsavage,borsaik01,7/25/1924,https://www.basketball-reference.com/players/b/borsaik01.html,19,C,6'8,220 lbs,Temple,USA
Coty Clarke,7/4/1992,1626262,https://www.nba.com/stats/player/1626262/career/,Coty Clarke,clarkco01,7/4/1992,https://www.basketball-reference.com/players/c/clarkco01.html,63,F,6'7,225 lbs,Arkansas,USA
Coulby Gunther,2/5/1923,76905,https://www.nba.com/stats/player/76905/career/,,,,,,F,6'4,190 lbs,Boston College,USA
Courtney Alexander,4/27/1977,2042,https://www.nba.com/stats/player/2042/career/,Courtney Alexander,alexaco02,4/27/1977,https://www.basketball-reference.com/players/a/alexaco02.html,32,G,6'5,205 lbs,Fresno State,USA
Courtney Fortson,5/23/1988,202622,https://www.nba.com/stats/player/202622/career/,Courtney Fortson,fortsco01,5/23/1988,https://www.basketball-reference.com/players/f/fortsco01.html,9,G,5'11,185 lbs,Arkansas,USA
Courtney Lee,10/3/1985,201584,https://www.nba.com/stats/player/201584/career/,Courtney Lee,leeco01,10/3/1985,https://www.basketball-reference.com/players/l/leeco01.html,1,G,6'5,215 lbs,Western Kentucky,USA
Courtney Sims,10/21/1983,201235,https://www.nba.com/stats/player/201235/career/,Courtney Sims,simsco01,10/21/1983,https://www.basketball-reference.com/players/s/simsco01.html,44,C,6'11,245 lbs,Michigan,USA
Cozell McQueen,1/18/1962,77565,https://www.nba.com/stats/player/77565/career/,Cozell McQueen,mcqueco01,1/18/1962,https://www.basketball-reference.com/players/m/mcqueco01.html,40,F,6'11,235 lbs,North Carolina State,USA
Craig Brackins,10/9/1987,202342,https://www.nba.com/stats/player/202342/career/,Craig Brackins,brackcr01,10/9/1987,https://www.basketball-reference.com/players/b/brackcr01.html,33,F,6'10,230 lbs,Iowa State,USA
Craig Dykema,6/11/1959,76625,https://www.nba.com/stats/player/76625/career/,Craig Dykema,dykemcr01,6/11/1959,https://www.basketball-reference.com/players/d/dykemcr01.html,35,F,6'8,190 lbs,Long Beach State,USA
Craig Ehlo,8/11/1961,378,https://www.nba.com/stats/player/378/career/,Craig Ehlo,ehlocr01,8/11/1961,https://www.basketball-reference.com/players/e/ehlocr01.html,3,G,6'7,205 lbs,Washington State,USA
Craig Hodges,6/27/1960,77034,https://www.nba.com/stats/player/77034/career/,Craig Hodges,hodgecr01,6/27/1960,https://www.basketball-reference.com/players/h/hodgecr01.html,14,G,6'2,190 lbs,Long Beach State,USA
Craig Neal,2/16/1964,77694,https://www.nba.com/stats/player/77694/career/,Craig Neal,nealcr01,2/16/1964,https://www.basketball-reference.com/players/n/nealcr01.html,22,G,6'5,165 lbs,Georgia Tech,USA
Craig Raymond,4/5/1945,77921,https://www.nba.com/stats/player/77921/career/,Craig Raymond,raymocr01,4/5/1945,https://www.basketball-reference.com/players/r/raymocr01.html,20,C,6'11,235 lbs,Brigham Young,USA
Craig Shelton,5/1/1957,78132,https://www.nba.com/stats/player/78132/career/,Craig Shelton,sheltcr01,5/1/1957,https://www.basketball-reference.com/players/s/sheltcr01.html,11,F,6'7,210 lbs,Georgetown,USA
Craig Smith,11/10/1983,200783,https://www.nba.com/stats/player/200783/career/,Craig Smith,smithcr01,11/10/1983,https://www.basketball-reference.com/players/s/smithcr01.html,83,F,6'7,265 lbs,Boston College,USA
Craig Spitzer,12/18/1945,78231,https://www.nba.com/stats/player/78231/career/,Craig Spitzer,spitzcr01,12/18/1945,https://www.basketball-reference.com/players/s/spitzcr01.html,17,C,7'1,225 lbs,Tulane,USA
Cristiano Felicio,7/7/1992,1626245,https://www.nba.com/stats/player/1626245/career/,Cristiano FelÌcio,feliccr01,7/7/1992,https://www.basketball-reference.com/players/f/feliccr01.html,6,F-C,6'11,270 lbs,Flamengo,Brazil
Cuonzo Martin,9/23/1971,733,https://www.nba.com/stats/player/733/career/,Cuonzo Martin,marticu01,9/23/1971,https://www.basketball-reference.com/players/m/marticu01.html,40,G-F,6'6,215 lbs,Purdue,USA
Curtis Borchardt,9/13/1980,2414,https://www.nba.com/stats/player/2414/career/,Curtis Borchardt,borchcu01,9/13/1980,https://www.basketball-reference.com/players/b/borchcu01.html,22,C,7'1,242 lbs,Stanford,USA
Curtis Jerrells,2/5/1987,201998,https://www.nba.com/stats/player/201998/career/,,,,,5,G,6'1,195 lbs,Baylor,USA
Curtis Kitchen,1/30/1964,77280,https://www.nba.com/stats/player/77280/career/,Curtis Kitchen,kitchcu01,1/30/1964,https://www.basketball-reference.com/players/k/kitchcu01.html,42,F,6'9,235 lbs,South Florida,USA
Curtis Perry,9/13/1948,77835,https://www.nba.com/stats/player/77835/career/,Curtis Perry,perrycu01,9/13/1948,https://www.basketball-reference.com/players/p/perrycu01.html,18,F,6'7,220 lbs,Missouri State,USA
Curtis Rowe,7/2/1949,78028,https://www.nba.com/stats/player/78028/career/,Curtis Rowe,rowecu01,7/2/1949,https://www.basketball-reference.com/players/r/rowecu01.html,41,F,6'7,225 lbs,UCLA,USA
Cuttino Mobley,9/1/1975,1749,https://www.nba.com/stats/player/1749/career/,Cuttino Mobley,moblecu01,9/1/1975,https://www.basketball-reference.com/players/m/moblecu01.html,32,G,6'4,215 lbs,Rhode Island,USA
D.C. Wilcutt,3/25/1923,78525,https://www.nba.com/stats/player/78525/career/,D.C. Wilcutt,wilcudc01,3/25/1923,https://www.basketball-reference.com/players/w/wilcudc01.html,,G,6'2,165 lbs,St. Louis,USA
D.J. Augustin,11/10/1987,201571,https://www.nba.com/stats/player/201571/career/,D.J. Augustin,augusdj01,11/10/1987,https://www.basketball-reference.com/players/a/augusdj01.html,14,G,5'11,183 lbs,Texas-Austin,USA
D.J. Kennedy,11/5/1989,202810,https://www.nba.com/stats/player/202810/career/,D.J. Kennedy,kennedj01,11/5/1989,https://www.basketball-reference.com/players/k/kennedj01.html,12,G-F,6'5,214 lbs,St. John's,USA
D.J. Wilson,2/19/1996,1628391,https://www.nba.com/stats/player/1628391/career/,D.J. Wilson,wilsodj01,2/19/1996,https://www.basketball-reference.com/players/w/wilsodj01.html,0,F,6'10,231 lbs,Michigan,USA
Daequan Cook,4/28/1987,201161,https://www.nba.com/stats/player/201161/career/,Daequan Cook,cookda02,4/28/1987,https://www.basketball-reference.com/players/c/cookda02.html,14,G,6'5,210 lbs,Ohio State,USA
Dahntay Jones,12/27/1980,2563,https://www.nba.com/stats/player/2563/career/,Dahntay Jones,jonesda02,12/27/1980,https://www.basketball-reference.com/players/j/jonesda02.html,30,G-F,6'6,225 lbs,Duke,USA
Dairis Bertans,9/9/1989,1629541,https://www.nba.com/stats/player/1629541/career/,Dairis Bertans,bertada02,9/9/1989,https://www.basketball-reference.com/players/b/bertada02.html,9,G,6'4,200 lbs,Olimpia Milano,Latvia
DaJuan Summers,1/24/1988,201969,https://www.nba.com/stats/player/201969/career/,DaJuan Summers,summeda01,1/24/1988,https://www.basketball-reference.com/players/s/summeda01.html,35,F,6'8,240 lbs,Georgetown,USA
Dajuan Wagner,2/4/1983,2402,https://www.nba.com/stats/player/2402/career/,Dajuan Wagner,wagneda02,2/4/1983,https://www.basketball-reference.com/players/w/wagneda02.html,2,G,6'2,200 lbs,Memphis,USA
Dakari Johnson,9/22/1995,1626177,https://www.nba.com/stats/player/1626177/career/,Dakari Johnson,johnsda04,9/22/1995,https://www.basketball-reference.com/players/j/johnsda04.html,44,C,7'1,255 lbs,Kentucky,USA
Dakota Mathias,7/11/1995,1629751,https://www.nba.com/stats/player/1629751/career/,Dakota Mathias,mathida01,7/11/1995,https://www.basketball-reference.com/players/m/mathida01.html,33,G,6'4,200 lbs,Purdue,USA
Dale Davis,3/25/1969,905,https://www.nba.com/stats/player/905/career/,Dale Davis,davisda01,3/25/1969,https://www.basketball-reference.com/players/d/davisda01.html,34,C-F,6'11,252 lbs,Clemson,USA
Dale Ellis,8/6/1960,107,https://www.nba.com/stats/player/107/career/,Dale Ellis,ellisda01,8/6/1960,https://www.basketball-reference.com/players/e/ellisda01.html,9,G-F,6'7,215 lbs,Tennessee,USA
Dale Hamilton,8/16/1919,76925,https://www.nba.com/stats/player/76925/career/,Dale Hamilton,hamilda01,8/16/1919,https://www.basketball-reference.com/players/h/hamilda01.html,,G,6'1,180 lbs,Franklin,USA
Dale Schlueter,11/12/1945,78084,https://www.nba.com/stats/player/78084/career/,Dale Schlueter,schluda01,11/12/1945,https://www.basketball-reference.com/players/s/schluda01.html,54,C,6'10,225 lbs,Colorado State,USA
Dale Wilkinson,3/18/1960,78538,https://www.nba.com/stats/player/78538/career/,Dale Wilkinson,wilkida01,3/18/1960,https://www.basketball-reference.com/players/w/wilkida01.html,38,F,6'10,220 lbs,Idaho State,USA
Dalibor Bagaric,7/2/1980,2053,https://www.nba.com/stats/player/2053/career/,Dalibor Bagaric,bagarda01,2/7/1980,https://www.basketball-reference.com/players/b/bagarda01.html,11,C,7'1,290 lbs,Benston Zagreb,Croatia
Dallas Comegys,8/17/1964,76426,https://www.nba.com/stats/player/76426/career/,Dallas Comegys,comegda01,8/17/1964,https://www.basketball-reference.com/players/c/comegda01.html,22,C,6'9,205 lbs,DePaul,USA
Damian Jones,6/30/1995,1627745,https://www.nba.com/stats/player/1627745/career/,Damian Jones,jonesda03,6/30/1995,https://www.basketball-reference.com/players/j/jonesda03.html,15,C,6'11,245 lbs,Vanderbilt,USA
Damian Lillard,7/15/1990,203081,https://www.nba.com/stats/player/203081/career/,Damian Lillard,lillada01,7/15/1990,https://www.basketball-reference.com/players/l/lillada01.html,0,G,6'2,195 lbs,Weber State,USA
Damien Inglis,5/20/1995,203996,https://www.nba.com/stats/player/203996/career/,Damien Inglis,inglida01,5/20/1995,https://www.basketball-reference.com/players/i/inglida01.html,17,F,6'8,246 lbs,Chorale Roanne,France
Damien Wilkins,1/11/1980,2863,https://www.nba.com/stats/player/2863/career/,Damien Wilkins,wilkida02,1/11/1980,https://www.basketball-reference.com/players/w/wilkida02.html,8,G-F,6'6,225 lbs,Georgia,USA
Damion James,10/7/1987,202345,https://www.nba.com/stats/player/202345/career/,Damion James,jamesda01,10/7/1987,https://www.basketball-reference.com/players/j/jamesda01.html,7,F,6'7,225 lbs,Texas-Austin,USA
Damion Lee,10/21/1992,1627814,https://www.nba.com/stats/player/1627814/career/,Damion Lee,leeda03,10/21/1992,https://www.basketball-reference.com/players/l/leeda03.html,1,G-F,6'5,210 lbs,Louisville,USA
Damir Markota,12/26/1985,200806,https://www.nba.com/stats/player/200806/career/,Damir Markota,markoda01,12/26/1985,https://www.basketball-reference.com/players/m/markoda01.html,52,F,6'10,225 lbs,Cibona,Croatia
Damjan Rudez,6/17/1986,204014,https://www.nba.com/stats/player/204014/career/,Damjan Rudeû,rudezda01,6/17/1986,https://www.basketball-reference.com/players/r/rudezda01.html,3,F,6'10,228 lbs,Zaragoza,Croatia
Damon Jones,8/25/1976,1800,https://www.nba.com/stats/player/1800/career/,Damon Jones,jonesda01,8/25/1976,https://www.basketball-reference.com/players/j/jonesda01.html,19,G,6'3,195 lbs,Houston,USA
Damon Stoudamire,9/3/1973,757,https://www.nba.com/stats/player/757/career/,Damon Stoudamire,stoudda01,9/3/1973,https://www.basketball-reference.com/players/s/stoudda01.html,3,G,5'10,171 lbs,Arizona,USA
Damone Brown,6/28/1979,2245,https://www.nba.com/stats/player/2245/career/,Damone Brown,brownda02,6/28/1979,https://www.basketball-reference.com/players/b/brownda02.html,25,G,6'8,202 lbs,Syracuse,USA
Damyean Dotson,5/6/1994,1628422,https://www.nba.com/stats/player/1628422/career/,Damyean Dotson,dotsoda01,5/6/1994,https://www.basketball-reference.com/players/d/dotsoda01.html,21,G,6'5,210 lbs,Houston,USA
Dan Dickau,9/16/1978,2424,https://www.nba.com/stats/player/2424/career/,Dan Dickau,dickada01,9/16/1978,https://www.basketball-reference.com/players/d/dickada01.html,10,G,6'1,180 lbs,Gonzaga,USA
Dan Gadzuric,2/2/1978,2429,https://www.nba.com/stats/player/2429/career/,Dan Gadzuric,gadzuda01,2/2/1978,https://www.basketball-reference.com/players/g/gadzuda01.html,50,C,6'11,240 lbs,UCLA,Netherlands
Dan Godfread,6/14/1967,76827,https://www.nba.com/stats/player/76827/career/,Dan Godfread,godfrda01,6/14/1967,https://www.basketball-reference.com/players/g/godfrda01.html,35,F,6'10,250 lbs,Evansville,USA
