Date,Team,Acquired,Relinquished,Notes
12/23/2012,Nets,,Mirza Teletovic,placed on IL
12/23/2012,Nets,Jerry Stackhouse,,activated from IL
12/23/2012,Nets,Josh Childress,,activated from IL
12/23/2012,Suns,,Michael Beasley,placed on IL with illness
12/23/2012,Suns,Diante Garrett,,activated from IL
12/25/2012,Heat,Chris Bosh,,activated from IL
12/25/2012,Nets,,Kris Humphries,placed on IL with abdominal injury
12/25/2012,Nets,Mirza Teletovic,,activated from IL
12/25/2012,Thunder,,Daniel Orton,placed on IL
12/25/2012,Thunder,DeAndre Liggins,,activated from IL
12/25/2012,Thunder,Perry Jones III,,activated from IL
12/26/2012,Blazers,,Wesley Matthews / Wes Matthews Jr.,placed on IL with left hip injury
12/26/2012,Blazers,Nolan Smith,,activated from IL
12/26/2012,Bobcats,,Byron Mullens / B.J. Mullens,placed on IL
12/26/2012,Bucks,,Joel Przybilla,placed on IL
12/26/2012,Bucks,Beno Udrih,,activated from IL
12/26/2012,Cavaliers,,Samardo Samuels,placed on IL
12/26/2012,Heat,,Ray Allen,placed on IL with sore right shoulder
12/26/2012,Heat,Josh Harrellson,,activated from IL
12/26/2012,Heat,Terrel Harris,,activated from IL
12/26/2012,Pistons,,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL
12/26/2012,Pistons,Corey Maggette,,activated from IL
12/26/2012,Raptors,,Jonas Valanciunas,placed on IL with fractured right ring finger
12/26/2012,Raptors,Landry Fields,,activated from IL
12/26/2012,Suns,,Diante Garrett,placed on IL
12/26/2012,Suns,Michael Beasley,,activated from IL
12/26/2012,Warriors,Jeremy Tyler,,activated from IL
12/26/2012,Warriors,Kent Bazemore,,activated from IL
12/26/2012,Grizzlies,,Tony Wroten Jr.,placed on IL
12/26/2012,Heat,,Dexter Pittman,placed on IL
12/27/2012,Mavericks,,Rodrigue Beaubois,placed on IL with flu
12/27/2012,Mavericks,Bernard James,,activated from IL
12/27/2012,Thunder,,DeAndre Liggins,placed on IL
12/27/2012,Thunder,,Perry Jones III,placed on IL
12/28/2012,Heat,,Josh Harrellson,placed on IL
12/28/2012,Heat,Ray Allen,,activated from IL
12/28/2012,Hornets,Jason Smith,,activated from IL
12/28/2012,Mavericks,,Bernard James,placed on IL
12/28/2012,Mavericks,Rodrigue Beaubois,,activated from IL
12/28/2012,Nets,,Tornike Shengelia,placed on IL with flu
12/28/2012,Nets,Josh Childress,,activated from IL (P)
12/28/2012,Nuggets,,Quincy Miller,placed on IL
12/28/2012,Nuggets,Julyan Stone,,activated from IL
12/28/2012,Pacers,,Orlando Johnson,placed on IL
12/28/2012,Pacers,Gerald Green (b. 1986-01-26),,activated from IL
12/28/2012,Pistons,,Rodney Stuckey,placed on IL with sprained left ankle
12/28/2012,Pistons,Khris Middleton,,activated from IL
12/28/2012,Raptors,Kyle Lowry,,activated from IL
12/28/2012,Suns,,Goran Dragic,placed on IL with bruised/sore left hip
12/28/2012,Suns,Diante Garrett,,activated from IL
12/29/2012,Bucks,,Doron Lamb,placed on IL
12/29/2012,Bucks,Tobias Harris,,activated from IL
12/29/2012,Bulls,Richard Hamilton,,activated from IL
12/29/2012,Cavaliers,,Daniel Gibson,placed on IL with concussion
12/29/2012,Heat,,Udonis Haslem,placed on IL with shoulder injury
12/29/2012,Heat,Josh Harrellson,,activated from IL
12/29/2012,Hornets,,Darius Miller,placed on IL
12/29/2012,Hornets,Eric Gordon,,activated from IL
12/29/2012,Magic,,Glen Davis,placed on IL with sprained left shoulder
12/29/2012,Magic,Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
12/29/2012,Nets,Tornike Shengelia,,activated from IL
12/29/2012,Rockets,,Terrence Jones,placed on IL
12/29/2012,Rockets,Patrick Patterson,,activated from IL
12/29/2012,Suns,,Jermaine O'Neal,placed on IL
12/29/2012,Suns,Goran Dragic,,activated from IL
12/31/2012,Grizzlies,,Quincy Pondexter,placed on IL with sprained MCL in left knee
12/31/2012,Heat,,Terrel Harris,placed on IL
12/31/2012,Heat,Udonis Haslem,,activated from IL
12/31/2012,Nets,,Gerald Wallace,placed on IL with sore/bruised left knee
12/31/2012,Nets,Kris Humphries,,activated from IL
12/31/2012,Suns,,Diante Garrett,placed on IL
12/31/2012,Suns,Jermaine O'Neal,,activated from IL
12/31/2012,Grizzlies,Tony Wroten Jr.,,activated from IL
12/31/2012,Thunder,DeAndre Liggins,,activated from IL
12/31/2012,Thunder,Perry Jones III,,activated from IL
1/1/2013,Blazers,,Meyers Leonard,placed on IL with sprained right ankle
1/1/2013,Blazers,Wesley Matthews / Wes Matthews Jr.,,activated from IL
1/1/2013,Knicks,,Raymond Felton,placed on IL with fractured right pinky finger
1/1/2013,Knicks,Amare Stoudemire / Amar'e Stoudemire,,activated from IL
1/1/2013,Mavericks,,Brandan Wright,placed on IL with strained left quadricep
1/1/2013,Mavericks,Bernard James,,activated from IL
1/2/2013,Bucks,,Beno Udrih,placed on IL with right ankle injury
1/2/2013,Bucks,Doron Lamb,,activated from IL
1/2/2013,Celtics,,Chris Wilcox,placed on IL sprained right thumb
1/2/2013,Celtics,Avery Bradley,,activated from IL
1/2/2013,Nets,,Jerry Stackhouse,placed on IL with hamstring injury
1/2/2013,Nets,Gerald Wallace,,activated from IL
1/4/2013,Bobcats,Tyrus Thomas,,activated from IL
1/4/2013,Bucks,,Doron Lamb,placed on IL
1/4/2013,Bucks,Beno Udrih,,activated from IL
1/4/2013,Cavaliers,,Jon Leuer,placed on IL
1/4/2013,Cavaliers,Samardo Samuels,,activated from IL
1/4/2013,Nets,,Kris Humphries,placed on IL with sprained left ankle
1/4/2013,Nets,Jerry Stackhouse,,activated from IL
1/4/2013,Pacers,,Miles Plumlee,placed on IL
1/4/2013,Pistons,,Khris Middleton,placed on IL
1/4/2013,Pistons,Rodney Stuckey,,activated from IL
1/4/2013,Pacers,Orlando Johnson,,activated from IL
1/5/2013,Bucks,,Ersan Ilyasova,placed on IL with sprained right ankle
1/5/2013,Bucks,Doron Lamb,,activated from IL
1/6/2013,Bobcats,,Hakim Warrick,placed on IL with illness
1/6/2013,Pistons,,Corey Maggette,placed on IL with flu
1/6/2013,Pistons,Khris Middleton,,activated from IL
1/7/2013,Blazers,,Will Barton,placed on IL
1/7/2013,Kings,,Marcus Thornton (T.),placed on IL with sprained left ankle
1/7/2013,Kings,Tyreke Evans,,activated from IL
1/7/2013,Mavericks,Jared Cunningham,,activated from IL
1/7/2013,Cavaliers,Jon Leuer,,activated from IL
1/8/2013,76ers,Arnett Moultrie,,activated from IL
1/8/2013,Bucks,,Doron Lamb,placed on IL
1/8/2013,Bucks,Ersan Ilyasova,,activated from IL
1/8/2013,Nets,Kris Humphries,,activated from IL
1/8/2013,Rockets,,Patrick Beverley,placed on IL
1/9/2013,Hawks,,DeShawn Stevenson,placed on IL with knee injury
1/9/2013,Hawks,Devin Harris,,activated from IL
1/9/2013,Jazz,,Maurice Williams / Mo Williams,placed on IL recovering from surgery on right thumb
1/9/2013,Jazz,Kevin Murphy,,activated from IL
1/9/2013,Mavericks,,Bernard James,placed on IL
1/9/2013,Mavericks,,Jared Cunningham,placed on IL
1/9/2013,Mavericks,Brandan Wright,,activated from IL
1/10/2013,Blazers,Will Barton,,activated from IL
1/10/2013,Heat,,Shane Battier,placed on IL with right hamstring injury
1/10/2013,Kings,,Tyler Honeycutt,placed on IL
1/10/2013,Kings,Marcus Thornton (T.),,activated from IL
1/10/2013,Mavericks,,Dominique Jones,placed on IL
1/10/2013,Mavericks,Bernard James,,activated from IL
1/11/2013,Bobcats,Hakim Warrick,,activated from IL
1/11/2013,Grizzlies,Quincy Pondexter,,activated from IL
1/11/2013,Hawks,,Anthony Morrow,placed on IL
1/11/2013,Hawks,DeShawn Stevenson,,activated from IL
1/11/2013,Grizzlies,,Tony Wroten Jr.,placed on IL
1/12/2013,Clippers,Grant Hill,,activated from IL
1/12/2013,Kings,,Aaron Brooks,placed on IL with flu
1/12/2013,Kings,Tyler Honeycutt,,activated from IL
1/12/2013,Pacers,,Paul George,placed on IL with illness
1/12/2013,Pacers,Miles Plumlee,,activated from IL
1/12/2013,Wizards,,Cartier Martin,placed on IL with hyperextended left knee
1/12/2013,Wizards,John Wall (Hildred),,activated from IL
1/12/2013,Wizards,Trevor Booker,,activated from IL
1/13/2013,Cavaliers,Daniel Gibson,,activated from IL
1/13/2013,Lakers,,Jordan Hill,placed on IL with left hip injury
1/13/2013,Nuggets,,Julyan Stone,placed on IL
1/13/2013,Nuggets,Wilson Chandler,,activated from IL
1/13/2013,Pacers,,Miles Plumlee,placed on IL
1/13/2013,Pacers,Paul George,,activated from IL
1/13/2013,Thunder,,Serge Ibaka,placed on IL with bruised chest
1/13/2013,Thunder,Daniel Orton,,activated from IL
1/14/2013,Grizzlies,Quincy Pondexter,,activated from IL
1/14/2013,Kings,,Tyler Honeycutt,placed on IL
1/14/2013,Kings,Aaron Brooks,,activated from IL
1/14/2013,Magic,,Gustavo Ayon,placed on IL with bruised right thigh
1/14/2013,Magic,Glen Davis,,activated from IL
1/15/2013,Nets,,Gerald Wallace,placed on IL with bruised ribs
1/15/2013,Nets,,Tornike Shengelia,placed on IL
1/15/2013,Rockets,Patrick Beverley,,activated from IL
1/16/2013,Celtics,Chris Wilcox,,activated from IL
1/16/2013,Heat,,Josh Harrellson,placed on IL
1/16/2013,Heat,Shane Battier,,activated from IL
1/16/2013,Mavericks,,Dominique Jones,placed on IL (P)
1/16/2013,Mavericks,Bernard James,,activated from IL (P)
1/16/2013,Nets,Gerald Wallace,,activated from IL
1/16/2013,Nuggets,,Wilson Chandler,placed on IL
1/16/2013,Nuggets,Julyan Stone,,activated from IL
1/16/2013,Spurs,,Emanuel Ginobili / Manu Ginobili,placed on IL with strained left hamstring
1/16/2013,Spurs,Cory Joseph,,activated from IL
1/16/2013,Thunder,,Daniel Orton,placed on IL
1/16/2013,Thunder,Serge Ibaka,,activated from IL
1/17/2013,Heat,,Jarvis Varnado,placed on IL
1/17/2013,Heat,Dexter Pittman,,activated from IL
1/17/2013,Knicks,,Marcus Camby,placed on IL with strained plantar fascia in left foot
1/17/2013,Knicks,Iman Shumpert,,activated from IL
1/17/2013,Pistons,,Khris Middleton,placed on IL
1/17/2013,Pistons,,Kim English,placed on IL
1/17/2013,Pistons,Corey Maggette,,activated from IL
1/17/2013,Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,,activated from IL
1/19/2013,Blazers,,Aleksandar Pavlovic / Sasha Pavlovic,placed on IL
1/19/2013,Blazers,Meyers Leonard,,activated from IL
1/19/2013,Hawks,,Louis Williams / Lou Williams,placed on IL with torn ACL in right knee (out for season)
1/19/2013,Hawks,Anthony Morrow,,activated from IL
1/19/2013,Timberwolves,,Malcolm Lee,placed on IL recovering from surgery on right knee and right hip (out for season)
1/20/2013,Mavericks,,Rodrigue Beaubois,placed on IL
1/20/2013,Mavericks,Dominique Jones,,activated from IL
1/20/2013,Pistons,,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,placed on IL
1/20/2013,Pistons,Kim English,,activated from IL
1/21/2013,Hawks,,Anthony Morrow,placed on IL
1/21/2013,Nets,,Tyshawn Taylor,placed on IL
1/21/2013,Nets,Jerry Stackhouse,,activated from IL (P)
1/22/2013,Bucks,,Marquis Daniels,placed on IL with illness
1/22/2013,Bucks,Joel Przybilla,,activated from IL
1/22/2013,Magic,,Hidayet Turkoglu / Hedo Turkoglu,placed on IL
1/22/2013,Magic,Gustavo Ayon,,activated from IL
1/22/2013,Thunder,,Jeremy Lamb,placed on IL with back injury
1/23/2013,Grizzlies,,Jon Leuer,placed on IL
1/23/2013,Grizzlies,Quincy Pondexter,,activated from IL (P)
1/23/2013,Spurs,,Kawhi Leonard,placed on IL with left knee injury
1/23/2013,Spurs,Emanuel Ginobili / Manu Ginobili,,activated from IL
1/23/2013,Suns,,Jermaine O'Neal,placed on IL
1/25/2013,Grizzlies,Jon Leuer,,activated from IL
1/25/2013,Mavericks,,Dominique Jones,placed on IL
1/25/2013,Mavericks,Rodrigue Beaubois,,activated from IL
1/25/2013,Spurs,Kawhi Leonard,,activated from IL
1/26/2013,Bucks,,Joel Przybilla,placed on IL
1/26/2013,Bucks,Marquis Daniels,,activated from IL
1/26/2013,Knicks,,Rasheed Wallace,placed on IL with fractured left foot
1/26/2013,Knicks,Raymond Felton,,activated from IL
1/26/2013,Pacers,,Gerald Green (b. 1986-01-26),placed on IL with illness
1/26/2013,Pacers,Miles Plumlee,,activated from IL
1/27/2013,Blazers,,Jared Jeffries,placed on IL with hip injury
1/27/2013,Blazers,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
1/27/2013,Grizzlies,,Quincy Pondexter,placed on IL with sprained MCL in left knee
1/27/2013,Pistons,,Rodney Stuckey,placed on IL
1/27/2013,Pistons,Khris Middleton,,activated from IL
1/28/2013,Magic,,Arron Afflalo,placed on IL with strained left calf
1/28/2013,Magic,Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
1/28/2013,Nuggets,,JaVale McGee,placed on IL with sore left shin
1/28/2013,Nuggets,Julyan Stone,,activated from IL (P)
1/28/2013,Pacers,Gerald Green (b. 1986-01-26),,activated from IL
1/28/2013,Warriors,,Jeremy Tyler,placed on IL
1/28/2013,Warriors,Andrew Bogut,,activated from IL
1/28/2013,Nets,Tyshawn Taylor,,activated from IL
1/28/2013,Rockets,Donatas Motiejunas,,activated from IL
1/29/2013,Blazers,,Victor Claver,placed on IL
1/29/2013,Blazers,Jared Jeffries,,activated from IL
1/29/2013,Hornets,Darius Miller,,activated from IL
1/29/2013,Lakers,Steve Blake,,activated from IL
1/29/2013,Mavericks,,Chris Kaman,placed on IL with concussion
1/29/2013,Mavericks,Dominique Jones,,activated from IL
1/29/2013,Pistons,,Khris Middleton,placed on IL
1/29/2013,Pistons,Rodney Stuckey,,activated from IL
1/29/2013,Warriors,,Andrew Bogut,placed on IL for rest
1/29/2013,Warriors,Jeremy Tyler,,activated from IL
1/30/2013,Bucks,,Larry Sanders (b. 1988-11-21),placed on IL with illness
1/30/2013,Bucks,Joel Przybilla,,activated from IL
1/30/2013,Hawks,,Zaur Pachulia / Zaza Pachulia,placed on IL with sore right Achilles tendon
1/30/2013,Hawks,Anthony Morrow,,activated from IL
1/30/2013,Kings,,John Salmons,placed on IL
1/30/2013,Kings,Tyler Honeycutt,,activated from IL
1/30/2013,Nuggets,,Julyan Stone,placed on IL
1/30/2013,Nuggets,JaVale McGee,,activated from IL
1/31/2013,Warriors,,Stephen Curry,placed on IL with sprained right ankle
1/31/2013,Warriors,Andrew Bogut,,activated from IL
2/1/2013,Blazers,,Joel Freeland,placed on IL
2/1/2013,Blazers,Victor Claver,,activated from IL
2/1/2013,Bucks,,Joel Przybilla,placed on IL
2/1/2013,Bucks,Larry Sanders (b. 1988-11-21),,activated from IL
2/1/2013,Cavaliers,Kevin Jones,,activated from IL
2/1/2013,Celtics,,Jared Sullinger,placed on IL with surgery on back (out for season)
2/1/2013,Celtics,,Rajon Rondo,placed on IL with torn ACL in right knee (out for season)
2/1/2013,Celtics,Chris Wilcox,,activated from IL
2/1/2013,Celtics,Fab Melo,,activated from IL
2/1/2013,Kings,,Tyler Honeycutt,placed on IL
2/1/2013,Kings,John Salmons,,activated from IL
2/1/2013,Pistons,,Jose Calderon,placed on IL
2/1/2013,Pistons,Khris Middleton,,activated from IL
2/1/2013,Pistons,Viacheslav Kravtsov / Viacheslav Kravstov / Sasha Kravtsov,,activated from IL
2/1/2013,Raptors,,Hamed Haddadi,placed on IL
2/1/2013,Raptors,Jonas Valanciunas,,activated from IL
2/1/2013,Pacers,,Miles Plumlee,placed on IL
2/2/2013,Blazers,,Ronnie Price,placed on IL with sprained right ankle
2/2/2013,Blazers,Joel Freeland,,activated from IL
2/2/2013,Spurs,,Aron Baynes,placed on IL
2/2/2013,Spurs,Tim Duncan,,activated from IL
2/2/2013,Suns,Diante Garrett,,activated from IL
2/2/2013,Warriors,,Jeremy Tyler,placed on IL
2/2/2013,Warriors,Stephen Curry,,activated from IL
2/4/2013,Bobcats,,Michael Kidd-Gilchrist,placed on IL with concussion
2/4/2013,Bobcats,Byron Mullens / B.J. Mullens,,activated from IL
2/4/2013,Pistons,,Corey Maggette,placed on IL
2/4/2013,Pistons,Jose Calderon,,activated from IL
2/4/2013,Thunder,Daniel Orton,,activated from IL
2/5/2013,Bucks,Joel Przybilla,,activated from IL
2/5/2013,Suns,,Diante Garrett,placed on IL
2/5/2013,Suns,Jermaine O'Neal,,activated from IL
2/6/2013,76ers,,Thaddeus Young,placed on IL with strained left hamstring
2/6/2013,Bucks,,Larry Sanders (b. 1988-11-21),placed on IL with bruised back
2/6/2013,Heat,,Chris Bosh,placed on IL with flu
2/6/2013,Heat,Jarvis Varnado,,activated from IL
2/6/2013,Raptors,,Landry Fields,placed on IL with back spasms
2/6/2013,Raptors,Andrea Bargnani,,activated from IL
2/6/2013,Spurs,,Tim Duncan,placed on IL with sprained left knee
2/6/2013,Warriors,,Andrew Bogut,placed on IL with sore ankle
2/6/2013,Warriors,Jeremy Tyler,,activated from IL
2/7/2013,Lakers,,Pau Gasol,placed on IL with torn plantar fascia in right foot
2/8/2013,Blazers,,Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with left foot injury
2/8/2013,Blazers,Ronnie Price,,activated from IL
2/8/2013,Bobcats,,DeSagana Diop,placed on IL
2/8/2013,Bobcats,Michael Kidd-Gilchrist,,activated from IL
2/8/2013,Clippers,Chauncey Billups,,activated from IL
2/8/2013,Hawks,,DeShawn Stevenson,placed on IL
2/8/2013,Hawks,Zaur Pachulia / Zaza Pachulia,,activated from IL
2/8/2013,Magic,,Glen Davis,placed on IL with fractured left foot (out for season)
2/8/2013,Magic,Arron Afflalo,,activated from IL
2/8/2013,Pistons,,Andre Drummond,placed on IL with stress fracture in back
2/8/2013,Pistons,Corey Maggette,,activated from IL
2/8/2013,Warriors,,Jeremy Tyler,placed on IL
2/8/2013,Warriors,Andrew Bogut,,activated from IL
2/9/2013,76ers,,Jason Richardson,placed on IL with surgery on left knee (out for season)
2/9/2013,Warriors,,Andrew Bogut,placed on IL with sore left ankle / rest
2/9/2013,Warriors,Jeremy Tyler,,activated from IL
2/10/2013,Grizzlies,Quincy Pondexter,,activated from IL
2/10/2013,Heat,,Jarvis Varnado,placed on IL
2/10/2013,Heat,Chris Bosh,,activated from IL
2/10/2013,Raptors,,Linas Kleiza,placed on IL with sore right knee
2/10/2013,Raptors,Landry Fields,,activated from IL
2/11/2013,Bobcats,,Tyrus Thomas,placed on IL
2/11/2013,Bobcats,DeSagana Diop,,activated from IL
2/11/2013,Hawks,,Johan Petro,placed on IL
2/11/2013,Hawks,DeShawn Stevenson,,activated from IL
2/11/2013,Hawks,Zaur Pachulia / Zaza Pachulia,,activated from IL (P)
2/11/2013,Nets,,Deron Williams,placed on IL with ankle injury
2/11/2013,Nets,Tornike Shengelia,,activated from IL
2/12/2013,Blazers,,Will Barton,placed on IL
2/12/2013,Blazers,Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
2/12/2013,Heat,,Mike Miller,placed on IL with flu
2/12/2013,Heat,Jarvis Varnado,,activated from IL
2/12/2013,Warriors,,Jeremy Tyler,placed on IL
2/12/2013,Warriors,Andrew Bogut,,activated from IL
2/13/2013,Blazers,,Nolan Smith,placed on IL
2/13/2013,Blazers,Will Barton,,activated from IL
2/13/2013,Hawks,Johan Petro,,activated from IL
2/13/2013,Kings,,Marcus Thornton (T.),placed on IL with bruised right hand
2/13/2013,Kings,Tyler Honeycutt,,activated from IL
2/13/2013,Pacers,,David West,placed on IL with eye injury
2/13/2013,Pacers,Miles Plumlee,,activated from IL
2/13/2013,Spurs,Tim Duncan,,activated from IL
2/14/2013,Heat,,Udonis Haslem,placed on IL with leg injury
2/14/2013,Heat,Mike Miller,,activated from IL
2/19/2013,Blazers,,Wesley Matthews / Wes Matthews Jr.,placed on IL with sprained right ankle
2/19/2013,Blazers,Nolan Smith,,activated from IL
